Siglent Technologies,SSA5085A,SSA5AA4D900088,1.9.0.2.2R3
PMA Benchtop NPD v2.00,,,
Frequency Start = 2.0 GHz,,,
Frequency Stop = 5.0 GHz,,,
Frequency Step = 0.3 MHz,,,
Number of Frequency Points = 10001.0,,,
Number of Averages = 10.0,,,
Resolution Bandwidth = 10.0 KHz,,,
,,,
Freq(GHz),Raw Data,dBm/Hz,
3.6359,-97.5878,-137.5878,
3.6362,-99.6829,-139.6829,
3.6365,-98.7027,-138.7027,
3.6368,-98.8813,-138.8813,
3.6371,-98.3718,-138.3718,
3.6374,-97.0735,-137.0735,
3.6377,-97.4308,-137.4308,
3.638,-98.082,-138.082,
3.6383,-97.3338,-137.3338,
3.6386,-99.1555,-139.1555,
3.6389,-98.7899,-138.7899,
3.6392,-98.3758,-138.3758,
3.6395,-98.9319,-138.9319,
3.6398,-98.586,-138.586,
3.6401,-97.2732,-137.2732,
3.6404,-98.9258,-138.9258,
3.6407,-98.2325,-138.2325,
3.641,-99.0865,-139.0865,
3.6413,-99.194,-139.194,
3.6416,-97.2591,-137.2591,
3.6419,-98.3148,-138.3148,
3.6422,-100.2012,-140.2012,
3.6425,-98.1269,-138.1269,
3.6428,-97.1389,-137.1389,
3.6431,-96.8241,-136.8241,
3.6434,-97.5613,-137.5613,
3.6437,-98.3723,-138.3723,
3.644,-98.5958,-138.5958,
3.6443,-100.6664,-140.6664,
3.6446,-98.574,-138.574,
3.6449,-97.5263,-137.5263,
3.6452,-97.4059,-137.4059,
3.6455,-98.9715,-138.9715,
3.6458,-98.4865,-138.4865,
3.6461,-99.7742,-139.7742,
3.6464,-96.8741,-136.8741,
3.6467,-98.3851,-138.3852,
3.647,-98.3264,-138.3263,
3.6473,-99.042,-139.042,
3.6476,-98.2317,-138.2317,
3.6479,-97.8765,-137.8765,
3.6482,-97.6029,-137.6029,
3.6485,-96.5375,-136.5375,
3.6488,-96.0926,-136.0926,
3.6491,-98.5776,-138.5776,
3.6494,-98.01,-138.01,
3.6497,-99.7843,-139.7843,
3.65,-99.3171,-139.3171,
3.6503,-98.6423,-138.6423,
3.6506,-98.3885,-138.3885,
3.6509,-99.063,-139.063,
3.6512,-97.3928,-137.3928,
3.6515,-97.8358,-137.8358,
3.6518,-98.1355,-138.1355,
3.6521,-98.8156,-138.8156,
3.6524,-97.9406,-137.9406,
3.6527,-100.2062,-140.2062,
3.653,-98.7683,-138.7683,
3.6533,-98.8462,-138.8462,
3.6536,-99.2167,-139.2167,
3.6539,-99.3747,-139.3747,
3.6542,-97.9068,-137.9068,
3.6545,-98.2188,-138.2188,
3.6548,-97.621,-137.621,
3.6551,-98.1339,-138.1339,
3.6554,-98.1928,-138.1928,
3.6557,-98.2709,-138.2709,
3.656,-98.1885,-138.1885,
3.6563,-97.6938,-137.6938,
3.6566,-97.9109,-137.9109,
3.6569,-99.7035,-139.7035,
3.6572,-99.3353,-139.3353,
3.6575,-99.2408,-139.2408,
3.6578,-98.1379,-138.1379,
3.6581,-99.1651,-139.1651,
3.6584,-99.9132,-139.9132,
3.6587,-96.7287,-136.7287,
3.659,-99.0063,-139.0063,
3.6593,-99.9989,-139.9989,
3.6596,-99.8266,-139.8266,
3.6599,-98.8721,-138.8721,
3.6602,-98.6851,-138.6851,
3.6605,-98.9221,-138.9221,
3.6608,-99.6975,-139.6975,
3.6611,-100.1061,-140.1061,
3.6614,-98.0466,-138.0466,
3.6617,-97.723,-137.723,
3.662,-98.4655,-138.4656,
3.6623,-99.0567,-139.0567,
3.6626,-101.087,-141.087,
3.6629,-99.4766,-139.4766,
3.6632,-99.4637,-139.4637,
3.6635,-97.4744,-137.4744,
3.6638,-100.3399,-140.3399,
3.6641,-98.6958,-138.6958,
3.6644,-98.6439,-138.6439,
3.6647,-98.732,-138.732,
3.665,-98.992,-138.992,
3.6653,-97.8848,-137.8848,
3.6656,-98.2468,-138.2468,
3.6659,-98.9034,-138.9034,
3.6662,-99.3421,-139.3421,
3.6665,-97.747,-137.747,
3.6668,-100.2026,-140.2026,
3.6671,-96.4789,-136.4789,
3.6674,-99.0892,-139.0892,
3.6677,-99.8442,-139.8442,
3.668,-98.2986,-138.2986,
3.6683,-98.4211,-138.4211,
3.6686,-98.8197,-138.8197,
3.6689,-97.2616,-137.2616,
3.6692,-99.1684,-139.1684,
3.6695,-99.0198,-139.0198,
3.6698,-98.6924,-138.6924,
3.6701,-97.5529,-137.5529,
3.6704,-96.3732,-136.3732,
3.6707,-98.5684,-138.5684,
3.671,-99.5238,-139.5238,
3.6713,-98.0112,-138.0112,
3.6716,-98.077,-138.077,
3.6719,-97.349,-137.349,
3.6722,-98.4068,-138.4068,
3.6725,-99.061,-139.061,
3.6728,-99.0515,-139.0515,
3.6731,-98.6376,-138.6376,
3.6734,-98.496,-138.496,
3.6737,-98.2866,-138.2867,
3.674,-97.8552,-137.8552,
3.6743,-98.6545,-138.6545,
3.6746,-99.0598,-139.0598,
3.6749,-97.6605,-137.6605,
3.6752,-98.8442,-138.8442,
3.6755,-97.7051,-137.7051,
3.6758,-97.6643,-137.6643,
3.6761,-97.5983,-137.5983,
3.6764,-97.8529,-137.8528,
3.6767,-99.4685,-139.4685,
3.677,-97.9215,-137.9215,
3.6773,-99.4668,-139.4668,
3.6776,-99.1073,-139.1073,
3.6779,-99.0563,-139.0563,
3.6782,-97.6423,-137.6422,
3.6785,-98.1671,-138.1671,
3.6788,-99.2195,-139.2195,
3.6791,-97.0198,-137.0198,
3.6794,-97.6188,-137.6188,
3.6797,-100.2593,-140.2593,
3.68,-98.4284,-138.4284,
3.6803,-98.7348,-138.7348,
3.6806,-98.5183,-138.5183,
3.6809,-98.0713,-138.0713,
3.6812,-98.1827,-138.1827,
3.6815,-97.2156,-137.2156,
3.6818,-99.5059,-139.5059,
3.6821,-100.4741,-140.4741,
3.6824,-98.6338,-138.6338,
3.6827,-97.3615,-137.3615,
3.683,-98.1785,-138.1785,
3.6833,-98.3039,-138.3039,
3.6836,-97.7918,-137.7918,
3.6839,-98.4317,-138.4317,
3.6842,-98.756,-138.756,
3.6845,-97.3905,-137.3904,
3.6848,-98.4925,-138.4925,
3.6851,-98.4751,-138.4751,
3.6854,-99.6413,-139.6413,
3.6857,-99.601,-139.601,
3.686,-99.9556,-139.9556,
3.6863,-98.6309,-138.6309,
3.6866,-99.094,-139.094,
3.6869,-98.6531,-138.6531,
3.6872,-99.9877,-139.9877,
3.6875,-98.7406,-138.7406,
3.6878,-98.5295,-138.5295,
3.6881,-100.2349,-140.2349,
3.6884,-97.8507,-137.8507,
3.6887,-97.3372,-137.3372,
3.689,-98.3324,-138.3324,
3.6893,-97.6248,-137.6248,
3.6896,-98.665,-138.665,
3.6899,-96.1009,-136.1009,
3.6902,-100.2912,-140.2912,
3.6905,-99.4229,-139.4229,
3.6908,-97.5887,-137.5887,
3.6911,-98.4437,-138.4437,
3.6914,-98.1141,-138.1141,
3.6917,-98.8661,-138.8661,
3.692,-97.7154,-137.7154,
3.6923,-97.697,-137.697,
3.6926,-99.1749,-139.1749,
3.6929,-98.4448,-138.4448,
3.6932,-98.1077,-138.1077,
3.6935,-97.8058,-137.8057,
3.6938,-97.7879,-137.7879,
3.6941,-97.53,-137.53,
3.6944,-96.7778,-136.7778,
3.6947,-98.834,-138.834,
3.695,-98.3582,-138.3582,
3.6953,-97.2962,-137.2962,
3.6956,-95.9083,-135.9083,
3.6959,-98.5972,-138.5972,
3.6962,-97.8137,-137.8137,
3.6965,-99.2345,-139.2345,
3.6968,-97.8747,-137.8747,
3.6971,-99.4977,-139.4977,
3.6974,-97.5944,-137.5944,
3.6977,-98.5172,-138.5172,
3.698,-97.974,-137.974,
3.6983,-100.7626,-140.7626,
3.6986,-97.477,-137.477,
3.6989,-96.1458,-136.1458,
3.6992,-97.9886,-137.9886,
3.6995,-99.5333,-139.5333,
3.6998,-101.3331,-141.3331,
3.7001,-97.4602,-137.4602,
3.7004,-97.3104,-137.3104,
3.7007,-97.3824,-137.3824,
3.701,-100.1245,-140.1245,
3.7013,-98.1115,-138.1115,
3.7016,-99.252,-139.252,
3.7019,-98.5378,-138.5378,
3.7022,-99.6597,-139.6597,
3.7025,-97.5888,-137.5888,
3.7028,-100.0044,-140.0044,
3.7031,-96.6155,-136.6155,
3.7034,-98.4276,-138.4276,
3.7037,-96.6545,-136.6545,
3.704,-97.3323,-137.3323,
3.7043,-97.5522,-137.5522,
3.7046,-99.1147,-139.1147,
3.7049,-98.025,-138.025,
3.7052,-97.8695,-137.8695,
3.7055,-97.2038,-137.2038,
3.7058,-98.4346,-138.4346,
3.7061,-98.9304,-138.9304,
3.7064,-97.6308,-137.6308,
3.7067,-98.5508,-138.5508,
3.707,-98.4135,-138.4135,
3.7073,-97.6539,-137.6539,
3.7076,-97.7246,-137.7246,
3.7079,-98.0645,-138.0645,
3.7082,-98.3254,-138.3254,
3.7085,-97.7126,-137.7126,
3.7088,-97.1316,-137.1316,
3.7091,-96.9547,-136.9547,
3.7094,-96.8732,-136.8732,
3.7097,-96.7527,-136.7527,
3.71,-97.7077,-137.7077,
3.7103,-97.3398,-137.3398,
3.7106,-99.3736,-139.3736,
3.7109,-96.0834,-136.0834,
3.7112,-98.8234,-138.8234,
3.7115,-98.7091,-138.7091,
3.7118,-99.8255,-139.8255,
3.7121,-97.4933,-137.4933,
3.7124,-98.3394,-138.3394,
3.7127,-96.9642,-136.9642,
3.713,-99.9392,-139.9392,
3.7133,-98.1289,-138.1289,
3.7136,-99.1062,-139.1062,
3.7139,-98.6584,-138.6584,
3.7142,-98.6842,-138.6842,
3.7145,-97.9912,-137.9912,
3.7148,-99.4977,-139.4977,
3.7151,-98.3342,-138.3342,
3.7154,-98.8047,-138.8047,
3.7157,-100.3241,-140.3241,
3.716,-96.7423,-136.7423,
3.7163,-97.8771,-137.8771,
3.7166,-97.1536,-137.1536,
3.7169,-97.5925,-137.5925,
3.7172,-97.7815,-137.7815,
3.7175,-96.0748,-136.0748,
3.7178,-99.3697,-139.3697,
3.7181,-99.0168,-139.0168,
3.7184,-97.8527,-137.8527,
3.7187,-97.6281,-137.6281,
3.719,-98.8284,-138.8284,
3.7193,-97.3136,-137.3136,
3.7196,-98.8521,-138.8521,
3.7199,-95.7524,-135.7524,
3.7202,-100.1181,-140.1181,
3.7205,-98.2973,-138.2973,
3.7208,-97.8949,-137.8949,
3.7211,-97.6319,-137.6319,
3.7214,-99.7635,-139.7635,
3.7217,-97.0822,-137.0822,
3.722,-96.649,-136.649,
3.7223,-98.4898,-138.4898,
3.7226,-97.8918,-137.8918,
3.7229,-97.1047,-137.1047,
3.7232,-97.6772,-137.6772,
3.7235,-96.986,-136.986,
3.7238,-96.997,-136.997,
3.7241,-98.2104,-138.2104,
3.7244,-96.5735,-136.5735,
3.7247,-97.6616,-137.6616,
3.725,-95.6575,-135.6575,
3.7253,-97.652,-137.652,
3.7256,-98.2337,-138.2337,
3.7259,-98.1674,-138.1674,
3.7262,-97.2702,-137.2702,
3.7265,-97.3225,-137.3225,
3.7268,-97.4765,-137.4765,
3.7271,-97.4693,-137.4693,
3.7274,-95.7492,-135.7492,
3.7277,-97.2688,-137.2688,
3.728,-98.1037,-138.1037,
3.7283,-99.3752,-139.3752,
3.7286,-96.339,-136.339,
3.7289,-99.2261,-139.2261,
3.7292,-97.2805,-137.2805,
3.7295,-98.2574,-138.2574,
3.7298,-97.7338,-137.7338,
3.7301,-96.7019,-136.7019,
3.7304,-98.5249,-138.5249,
3.7307,-97.7907,-137.7907,
3.731,-97.945,-137.945,
3.7313,-97.3769,-137.3769,
3.7316,-97.8317,-137.8317,
3.7319,-96.4994,-136.4994,
3.7322,-99.3223,-139.3223,
3.7325,-97.5014,-137.5014,
3.7328,-98.6037,-138.6037,
3.7331,-97.983,-137.983,
3.7334,-98.73,-138.73,
3.7337,-97.5783,-137.5783,
3.734,-97.2163,-137.2163,
3.7343,-97.3608,-137.3608,
3.7346,-96.3415,-136.3415,
3.7349,-96.7404,-136.7404,
3.7352,-97.5546,-137.5546,
3.7355,-97.1863,-137.1863,
3.7358,-96.6259,-136.6259,
3.7361,-98.1929,-138.1929,
3.7364,-98.4671,-138.4671,
3.7367,-99.4792,-139.4792,
3.737,-98.0363,-138.0363,
3.7373,-98.1724,-138.1724,
3.7376,-98.6577,-138.6577,
3.7379,-98.4744,-138.4744,
3.7382,-99.0146,-139.0146,
3.7385,-98.1134,-138.1134,
3.7388,-99.7754,-139.7754,
3.7391,-97.6839,-137.6839,
3.7394,-98.3424,-138.3424,
3.7397,-98.2367,-138.2367,
3.74,-97.0721,-137.0721,
3.7403,-98.0441,-138.0441,
3.7406,-97.6914,-137.6914,
3.7409,-95.899,-135.899,
3.7412,-100.1683,-140.1683,
3.7415,-99.0002,-139.0002,
3.7418,-99.2657,-139.2657,
3.7421,-98.8405,-138.8405,
3.7424,-97.0843,-137.0843,
3.7427,-97.0088,-137.0088,
3.743,-97.5503,-137.5503,
3.7433,-96.0009,-136.0009,
3.7436,-98.3274,-138.3274,
3.7439,-98.3865,-138.3865,
3.7442,-99.0238,-139.0238,
3.7445,-100.0065,-140.0065,
3.7448,-97.6578,-137.6578,
3.7451,-98.0329,-138.0329,
3.7454,-98.9322,-138.9323,
3.7457,-97.8829,-137.8829,
3.746,-99.1738,-139.1738,
3.7463,-98.2391,-138.2391,
3.7466,-97.6102,-137.6102,
3.7469,-96.1836,-136.1836,
3.7472,-97.2516,-137.2516,
3.7475,-98.9671,-138.9671,
3.7478,-98.2216,-138.2216,
3.7481,-96.3535,-136.3535,
3.7484,-96.521,-136.521,
3.7487,-98.6735,-138.6735,
3.749,-97.9892,-137.9892,
3.7493,-98.4742,-138.4742,
3.7496,-97.1503,-137.1503,
3.7499,-97.6393,-137.6393,
3.7502,-99.2284,-139.2284,
3.7505,-98.5177,-138.5177,
3.7508,-97.8823,-137.8823,
3.7511,-97.1246,-137.1246,
3.7514,-97.9312,-137.9312,
3.7517,-98.2134,-138.2134,
3.752,-99.6805,-139.6805,
3.7523,-97.4096,-137.4096,
3.7526,-97.1278,-137.1278,
3.7529,-98.2725,-138.2725,
3.7532,-98.4446,-138.4446,
3.7535,-98.2134,-138.2134,
3.7538,-99.7194,-139.7194,
3.7541,-98.1379,-138.1379,
3.7544,-98.9258,-138.9258,
3.7547,-96.6902,-136.6902,
3.755,-99.2752,-139.2752,
3.7553,-98.6237,-138.6237,
3.7556,-97.9178,-137.9178,
3.7559,-98.9412,-138.9412,
3.7562,-98.9047,-138.9047,
3.7565,-99.1188,-139.1189,
3.7568,-99.5786,-139.5786,
3.7571,-98.4658,-138.4658,
3.7574,-97.5645,-137.5645,
3.7577,-98.7106,-138.7106,
3.758,-98.981,-138.981,
3.7583,-98.1453,-138.1453,
3.7586,-98.0891,-138.0891,
3.7589,-98.1626,-138.1626,
3.7592,-96.9468,-136.9468,
3.7595,-98.2961,-138.2961,
3.7598,-98.2588,-138.2588,
3.7601,-99.0718,-139.0718,
3.7604,-98.4839,-138.4839,
3.7607,-98.04,-138.04,
3.761,-99.5683,-139.5684,
3.7613,-97.0748,-137.0748,
3.7616,-96.9695,-136.9695,
3.7619,-98.3208,-138.3208,
3.7622,-98.8563,-138.8563,
3.7625,-98.7399,-138.7399,
3.7628,-98.8057,-138.8057,
3.7631,-98.779,-138.779,
3.7634,-98.8414,-138.8414,
3.7637,-99.2298,-139.2298,
3.764,-97.6319,-137.6318,
3.7643,-98.4208,-138.4208,
3.7646,-97.0676,-137.0676,
3.7649,-98.4982,-138.4982,
3.7652,-98.8487,-138.8487,
3.7655,-97.7641,-137.7641,
3.7658,-98.8326,-138.8326,
3.7661,-97.5301,-137.5301,
3.7664,-98.2518,-138.2518,
3.7667,-97.2061,-137.2061,
3.767,-98.4419,-138.4419,
3.7673,-97.8071,-137.8071,
3.7676,-99.9263,-139.9263,
3.7679,-97.1561,-137.1561,
3.7682,-99.3936,-139.3936,
3.7685,-99.5621,-139.5621,
3.7688,-97.2674,-137.2674,
3.7691,-98.41,-138.41,
3.7694,-97.5132,-137.5132,
3.7697,-99.8433,-139.8433,
3.77,-98.609,-138.609,
3.7703,-98.8388,-138.8388,
3.7706,-96.5142,-136.5142,
3.7709,-98.1312,-138.1312,
3.7712,-98.61,-138.61,
3.7715,-97.1489,-137.1489,
3.7718,-97.9648,-137.9648,
3.7721,-97.8095,-137.8095,
3.7724,-98.6719,-138.6719,
3.7727,-98.017,-138.017,
3.773,-98.6722,-138.6722,
3.7733,-98.9938,-138.9938,
3.7736,-96.0383,-136.0383,
3.7739,-98.1253,-138.1253,
3.7742,-98.5877,-138.5877,
3.7745,-98.3654,-138.3654,
3.7748,-96.2995,-136.2995,
3.7751,-98.231,-138.231,
3.7754,-98.1917,-138.1917,
3.7757,-98.2593,-138.2593,
3.776,-96.9873,-136.9873,
3.7763,-97.5634,-137.5634,
3.7766,-97.6325,-137.6325,
3.7769,-96.8349,-136.8349,
3.7772,-98.6062,-138.6062,
3.7775,-98.554,-138.554,
3.7778,-97.3013,-137.3013,
3.7781,-99.432,-139.432,
3.7784,-98.1793,-138.1793,
3.7787,-98.0408,-138.0408,
3.779,-96.7962,-136.7962,
3.7793,-96.6917,-136.6917,
3.7796,-97.751,-137.751,
3.7799,-98.0802,-138.0802,
3.7802,-97.0164,-137.0164,
3.7805,-98.4984,-138.4984,
3.7808,-97.7591,-137.7591,
3.7811,-97.6545,-137.6545,
3.7814,-99.1851,-139.1851,
3.7817,-98.1285,-138.1285,
3.782,-99.0737,-139.0737,
3.7823,-98.8947,-138.8947,
3.7826,-100.4067,-140.4067,
3.7829,-99.6618,-139.6618,
3.7832,-98.8161,-138.8161,
3.7835,-99.6471,-139.6472,
3.7838,-98.2183,-138.2183,
3.7841,-97.265,-137.265,
3.7844,-96.8838,-136.8838,
3.7847,-99.6228,-139.6228,
3.785,-99.5191,-139.5191,
3.7853,-98.3951,-138.3951,
3.7856,-97.0344,-137.0344,
3.7859,-98.8704,-138.8704,
3.7862,-97.3204,-137.3204,
3.7865,-98.0082,-138.0082,
3.7868,-98.2339,-138.2339,
3.7871,-98.8837,-138.8837,
3.7874,-98.3935,-138.3935,
3.7877,-97.9862,-137.9862,
3.788,-98.9296,-138.9296,
3.7883,-99.6019,-139.6019,
3.7886,-98.9888,-138.9889,
3.7889,-98.8717,-138.8717,
3.7892,-99.8371,-139.8371,
3.7895,-99.0111,-139.0111,
3.7898,-99.0237,-139.0237,
3.7901,-98.427,-138.427,
3.7904,-99.6512,-139.6512,
3.7907,-97.8425,-137.8425,
3.791,-97.9593,-137.9593,
3.7913,-98.3869,-138.387,
3.7916,-99.5087,-139.5087,
3.7919,-98.3114,-138.3114,
3.7922,-99.1385,-139.1385,
3.7925,-99.7753,-139.7753,
3.7928,-98.317,-138.317,
3.7931,-98.8538,-138.8538,
3.7934,-100.3128,-140.3128,
3.7937,-97.203,-137.203,
3.794,-99.5615,-139.5615,
3.7943,-99.2362,-139.2362,
3.7946,-97.7723,-137.7723,
3.7949,-97.1142,-137.1142,
3.7952,-98.9512,-138.9512,
3.7955,-98.1907,-138.1907,
3.7958,-99.4931,-139.4931,
3.7961,-99.3976,-139.3976,
3.7964,-99.1847,-139.1847,
3.7967,-97.4193,-137.4194,
3.797,-98.9534,-138.9534,
3.7973,-97.7633,-137.7633,
3.7976,-98.1401,-138.1401,
3.7979,-97.374,-137.374,
3.7982,-96.5483,-136.5483,
3.7985,-98.3746,-138.3746,
3.7988,-98.4716,-138.4716,
3.7991,-98.313,-138.313,
3.7994,-97.5989,-137.5989,
3.7997,-97.3308,-137.3308,
3.8,-98.383,-138.383,
3.8003,-97.6547,-137.6547,
3.8006,-97.7456,-137.7456,
3.8009,-100.8082,-140.8082,
3.8012,-100.158,-140.158,
3.8015,-97.5238,-137.5238,
3.8018,-96.242,-136.242,
3.8021,-99.4492,-139.4492,
3.8024,-97.5713,-137.5713,
3.8027,-98.6889,-138.6889,
3.803,-98.5347,-138.5347,
3.8033,-97.744,-137.744,
3.8036,-100.1379,-140.1379,
3.8039,-97.2669,-137.2669,
3.8042,-100.665,-140.665,
3.8045,-98.3568,-138.3568,
3.8048,-98.7651,-138.7651,
3.8051,-96.3982,-136.3982,
3.8054,-98.6494,-138.6494,
3.8057,-96.7211,-136.7211,
3.806,-97.806,-137.806,
3.8063,-99.8612,-139.8612,
3.8066,-96.7268,-136.7268,
3.8069,-97.6521,-137.6521,
3.8072,-98.6899,-138.6899,
3.8075,-98.2,-138.2,
3.8078,-97.5593,-137.5593,
3.8081,-98.0971,-138.0971,
3.8084,-98.958,-138.958,
3.8087,-98.5057,-138.5057,
3.809,-97.597,-137.597,
3.8093,-96.7014,-136.7014,
3.8096,-98.3513,-138.3513,
3.8099,-97.3385,-137.3385,
3.8102,-97.8089,-137.8089,
3.8105,-96.9493,-136.9493,
3.8108,-97.2168,-137.2168,
3.8111,-99.7804,-139.7804,
3.8114,-96.5354,-136.5354,
3.8117,-96.8588,-136.8588,
3.812,-97.8991,-137.8991,
3.8123,-98.0217,-138.0217,
3.8126,-98.4959,-138.4959,
3.8129,-98.9804,-138.9804,
3.8132,-99.0905,-139.0905,
3.8135,-99.5833,-139.5833,
3.8138,-97.105,-137.105,
3.8141,-100.1359,-140.1359,
3.8144,-98.2943,-138.2943,
3.8147,-97.1456,-137.1456,
3.815,-97.0849,-137.0849,
3.8153,-99.2147,-139.2147,
3.8156,-98.1455,-138.1455,
3.8159,-97.6185,-137.6185,
3.8162,-97.574,-137.574,
3.8165,-97.3829,-137.3829,
3.8168,-98.0731,-138.0731,
3.8171,-96.839,-136.839,
3.8174,-98.6126,-138.6126,
3.8177,-98.7464,-138.7464,
3.818,-98.9371,-138.9371,
3.8183,-98.4555,-138.4555,
3.8186,-96.9306,-136.9306,
3.8189,-97.1392,-137.1392,
3.8192,-97.6146,-137.6146,
3.8195,-98.3291,-138.3291,
3.8198,-97.1434,-137.1434,
3.8201,-97.8247,-137.8247,
3.8204,-97.1867,-137.1867,
3.8207,-97.7363,-137.7363,
3.821,-99.1067,-139.1067,
3.8213,-97.7661,-137.7661,
3.8216,-97.8141,-137.8141,
3.8219,-97.7927,-137.7927,
3.8222,-97.2187,-137.2187,
3.8225,-98.1764,-138.1764,
3.8228,-98.2671,-138.2671,
3.8231,-98.5142,-138.5142,
3.8234,-97.8843,-137.8843,
3.8237,-96.9616,-136.9616,
3.824,-99.8911,-139.8911,
3.8243,-97.4374,-137.4374,
3.8246,-98.7574,-138.7574,
3.8249,-97.9286,-137.9286,
3.8252,-98.1576,-138.1576,
3.8255,-98.2814,-138.2814,
3.8258,-96.5074,-136.5074,
3.8261,-99.135,-139.135,
3.8264,-98.2234,-138.2235,
3.8267,-97.2853,-137.2853,
3.827,-99.0696,-139.0696,
3.8273,-97.3527,-137.3527,
3.8276,-97.6731,-137.6731,
3.8279,-97.837,-137.837,
3.8282,-97.4677,-137.4677,
3.8285,-97.0938,-137.0938,
3.8288,-99.9461,-139.9461,
3.8291,-97.2856,-137.2856,
3.8294,-99.6539,-139.6539,
3.8297,-96.2303,-136.2303,
3.83,-97.3124,-137.3124,
3.8303,-98.5157,-138.5157,
3.8306,-96.8659,-136.8659,
3.8309,-96.8318,-136.8318,
3.8312,-98.8874,-138.8874,
3.8315,-97.8091,-137.8091,
3.8318,-98.5699,-138.5699,
3.8321,-98.4777,-138.4777,
3.8324,-97.1285,-137.1285,
3.8327,-98.0975,-138.0975,
3.833,-98.3438,-138.3438,
3.8333,-98.2766,-138.2766,
3.8336,-97.6688,-137.6688,
3.8339,-97.6646,-137.6646,
3.8342,-98.3412,-138.3412,
3.8345,-98.2934,-138.2934,
3.8348,-95.9325,-135.9325,
3.8351,-95.9725,-135.9725,
3.8354,-97.0366,-137.0366,
3.8357,-98.5732,-138.5732,
3.836,-97.6888,-137.6888,
3.8363,-96.9362,-136.9362,
3.8366,-96.9428,-136.9428,
3.8369,-99.0762,-139.0762,
3.8372,-97.9021,-137.9021,
3.8375,-98.4611,-138.4611,
3.8378,-98.0769,-138.0769,
3.8381,-97.2777,-137.2777,
3.8384,-97.533,-137.533,
3.8387,-97.9782,-137.9782,
3.839,-98.5686,-138.5686,
3.8393,-98.8183,-138.8183,
3.8396,-99.025,-139.025,
3.8399,-98.3933,-138.3933,
3.8402,-98.6632,-138.6632,
3.8405,-97.8956,-137.8956,
3.8408,-97.2541,-137.2541,
3.8411,-97.3955,-137.3955,
3.8414,-97.5162,-137.5162,
3.8417,-96.7801,-136.7801,
3.842,-97.4066,-137.4066,
3.8423,-97.3986,-137.3986,
3.8426,-96.9481,-136.9481,
3.8429,-97.1596,-137.1596,
3.8432,-98.0909,-138.0909,
3.8435,-96.1093,-136.1093,
3.8438,-98.7257,-138.7257,
3.8441,-99.2394,-139.2394,
3.8444,-96.9732,-136.9732,
3.8447,-99.0622,-139.0622,
3.845,-98.3047,-138.3047,
3.8453,-98.7863,-138.7863,
3.8456,-98.4446,-138.4446,
3.8459,-98.9627,-138.9627,
3.8462,-97.3875,-137.3875,
3.8465,-97.9511,-137.9511,
3.8468,-97.8662,-137.8662,
3.8471,-99.0663,-139.0663,
3.8474,-99.7517,-139.7517,
3.8477,-98.7973,-138.7973,
3.848,-96.9793,-136.9793,
3.8483,-97.7746,-137.7746,
3.8486,-98.7678,-138.7679,
3.8489,-97.7709,-137.7709,
3.8492,-97.8879,-137.8879,
3.8495,-99.2186,-139.2186,
3.8498,-97.5377,-137.5377,
3.8501,-98.5444,-138.5444,
3.8504,-97.1809,-137.1809,
3.8507,-98.621,-138.621,
3.851,-98.0317,-138.0317,
3.8513,-97.713,-137.713,
3.8516,-99.2194,-139.2194,
3.8519,-96.274,-136.274,
3.8522,-99.054,-139.054,
3.8525,-98.345,-138.345,
3.8528,-100.3557,-140.3557,
3.8531,-98.9854,-138.9854,
3.8534,-97.5674,-137.5674,
3.8537,-98.1474,-138.1474,
3.854,-98.2478,-138.2478,
3.8543,-98.8972,-138.8972,
3.8546,-96.9831,-136.9831,
3.8549,-97.5563,-137.5563,
3.8552,-98.8001,-138.8001,
3.8555,-97.7789,-137.7789,
3.8558,-98.3896,-138.3896,
3.8561,-98.1646,-138.1646,
3.8564,-98.8134,-138.8134,
3.8567,-98.2541,-138.2541,
3.857,-97.902,-137.902,
3.8573,-97.8845,-137.8845,
3.8576,-99.1301,-139.1301,
3.8579,-97.9279,-137.9279,
3.8582,-98.6295,-138.6295,
3.8585,-98.21,-138.21,
3.8588,-99.1224,-139.1224,
3.8591,-98.935,-138.935,
3.8594,-98.4943,-138.4943,
3.8597,-99.1554,-139.1554,
3.86,-99.2471,-139.2471,
3.8603,-97.7545,-137.7545,
3.8606,-99.6781,-139.6781,
3.8609,-98.4854,-138.4854,
3.8612,-98.7822,-138.7822,
3.8615,-97.4397,-137.4397,
3.8618,-96.9318,-136.9318,
3.8621,-98.7814,-138.7814,
3.8624,-98.7751,-138.7751,
3.8627,-99.0252,-139.0252,
3.863,-100.0983,-140.0983,
3.8633,-99.1112,-139.1112,
3.8636,-96.8465,-136.8465,
3.8639,-99.0504,-139.0504,
3.8642,-98.2711,-138.2711,
3.8645,-97.7262,-137.7262,
3.8648,-97.0799,-137.0799,
3.8651,-97.6578,-137.6578,
3.8654,-99.0019,-139.0019,
3.8657,-98.3992,-138.3992,
3.866,-98.1994,-138.1995,
3.8663,-98.988,-138.988,
3.8666,-98.6599,-138.6599,
3.8669,-99.1916,-139.1916,
3.8672,-98.3375,-138.3375,
3.8675,-97.8653,-137.8653,
3.8678,-97.438,-137.438,
3.8681,-98.2892,-138.2892,
3.8684,-98.5812,-138.5812,
3.8687,-99.5889,-139.5889,
3.869,-98.1129,-138.1129,
3.8693,-98.5707,-138.5707,
3.8696,-97.6733,-137.6733,
